custom-id-1,expected-gfa
21954,3910.8
130165,3932.54
44564,1803.8
21937,1941.68
22453,1811.4
22347,3595.98
22411,2769.14
22355,3520.92
44212,1747.8
96610,3172.25
76998,19967.82
57260,3397.45
22307,1810.02
21984,1039.63
33863,1930.83
61299,4108.4
118816,1307.28
112330,3295.9
110380,3682.84
21986,4955.72
44408,3747.51
103117,1682.08
77816,6310.28
111182,1020.56
93577,2023.41
107266,3790.59
81134,4611.12
88721,3657.15
111145,1048.04
89865,1068.29
92765,1387.76
73242,1253.94
59113,1660.8
107699,2486.9
113445,1213.41
83693,1008.62
68244,1393.88
62221,1339.7
21957,1981.5
70637,5353.77
22498,1158.7
22499,1211.22
59580,3328.28
22356,1728.44
71699,1922.18
22462,1150.28
21989,1268.01
44701,1001.86
22459,6544.2
120457,970.54
89785,2631.76
22222,3428.52
75642,8054.15
22433,7281.47
116401,1927.06
44263,2837.7
97596,2850
122829,5683.44
22285,9286.23
44265,3581.12
22091,17700.74
76075,5855.92
21988,4047.44
22346,10458.08
81365,2304.94
22092,1246.32
34221,3706.08
102296,3363.32
22432,4744.28
33958,2085.92
81895,11670.88
118373,4497.57
123704,6094.16
44240,5847.54
74455,2330.14
22418,1081.21
44241,4807.55
22051,1274.03
22050,9624.24
67218,2520.93
58935,2151.8
63732,2725.92
22476,1708.54
44242,4215.36
33957,3002.32
22093,3706.38
85072,977.11
22477,1150.56
22099,2709.86
22094,1868.17
112470,2593.16
34142,12117.15
22096,3018.5
21918,1094.74
21923,5038.38
22371,1460.16
21921,4313.02
21915,21334.44
22372,3772.78
22095,1941.28
34123,2767.04
34048,1638.8
34124,949.3
22097,3924.25
34137,10249.96
22394,1594.28
21917,4203.82
22098,1536.42
34127,3365.68
33954,3793.89
33953,2906.52
33952,3586.2
44728,1420.5
78683,5032.76
34138,2440.29
34134,13059.04
34136,6471.55
105342,3006.27
88926,18367.15
108224,3183.62
103582,5432.05
44779,7191
119167,5384.22
34012,4832.01
22085,5316.08
118943,4279.52
119035,1459.2
33928,3975.6
22407,2538.96
107938,2534.94
34331,11884.05
34099,2081.44
34128,1815
34049,953.85
22448,1226.28
44413,1271.64
44706,9829.2
22427,3338.84
22430,2964.32
22428,3297.72
22429,2962.48
22344,25713.72
34095,5560.4
44696,9981.16
22421,4917.72
22446,1701.72
102822,2296.48
105117,2543.31
44192,1305.18
76209,1062.22
98965,2256.52
33270,940.41
34131,1021.89
65522,1624.44
34009,1142.08
113782,9439.5
114493,1000.58
33852,3221.37
34110,5306.22
60662,1225.04
100045,6849.88
62536,1988.46
34067,3031.8
121933,3237.3
119892,1636.17
123385,1095.8
109914,22795.24
34065,2195.01
22449,6004.8
22451,5993.55
22450,5994.5
91958,2217.54
110311,4673.96
70142,2264.16
22084,1703.1
22475,1647.98
93670,101138.68
22486,3390.94
22474,1347.62
62817,2164.23
122818,1694.36
33939,1665.3
34071,1486.48
99418,5869.52
59947,1523.88
82702,4140.12
98810,2258.61
34190,1660.44
86476,2541.84
34189,1680.5
84327,10612.34
104231,8702.44
93382,6769.83
86079,38289.18
33730,1580.16
74310,1878.86
81909,1853.04
107631,3124.23
69140,4033.7
84666,4995.72
96586,4160.85
22231,1668.96
121790,5980.45
109859,2067.38
88492,3690.46
112112,5537.73
82454,6106.26
72115,2426.32
34133,2351.75
33900,2503.84
22109,6466.95
22107,6436.7
22108,5267.84
74138,2783.1
122219,1047.38
113953,1616.97
87239,2701.08
109861,1305.71
97633,2708.02
56741,1773.84
119900,5774.12
56679,2336.67
69167,7425.12
114224,2107.24
122911,5509.76
88903,1038.73
120951,2340.46
119756,5454.8
101301,12385.56
109747,4193.2
59261,4092.66
100859,2836.11
110527,1674.96
105265,936.62
61677,4206.56
22287,3069.99
87548,4952.4
87278,1674.18
64253,2024.22
103241,1920.06
59810,5482.9
77480,8049.27
70969,9244.04
97792,2629.53
101506,2591.48
113223,2692.96
97616,1344.36
113324,6581.77
74379,4076.6
97062,1994.97
66898,6598.11
80104,1134.24
67421,1016.48
108637,4997.4
108902,6640.32
114446,6090
70803,2955.33
123049,7840.45
22135,4778.32
125142,2135.62
64332,1825.22
120504,1669.75
89407,2439.52
92041,1182.29
73281,1195.77
84607,1369.02
88763,2353.41
106265,2363.91
33940,6722.67
121189,4235.92
58747,978.57
85504,3245.22
120016,2760.44
121021,2763.24
33913,1058.52
120033,2328.14
59022,1532.3
80569,1340.8
59833,4382.68
61569,4223.84
16966,983.49
120391,2750.48
120030,7354.38
67451,1608.17
119225,5269.72
94545,935.56
81987,9129.88
63514,2489.48
62505,2898.82
119417,1420.27
103693,8459.64
85542,1621.04
57973,3516.44
65756,1102.24
61771,6139.32
70467,5575.38
114561,3207.63
75793,1111.87
103937,1253.03
99360,2118.29
88773,2328.16
97301,7414.35
22267,4630.22
22139,2470.33
